Time,Transmition Flags,0,1,2
731.0120999999791,0.0,0.05126071023359832,0.1025236669536264,0.05126178698723524
731.0145999999814,0.0,0.05126071023359832,0.1025236669536264,0.05126178698723524
731.0166999999793,0.0,0.05126071023359832,0.1025236669536264,0.05126178698723524
731.0396999999804,0.0,0.05126071023359832,0.1025236669536264,0.05126178698723524
731.0411999999789,0.0,0.05126071023359832,0.1025236669536264,0.05126178698723524
731.0427999999821,1.0,0.06194833177776804,0.12389525356343119,0.06194884362579832
731.0653999999787,0.0,0.06194833177776804,0.12389525356343119,0.06194884362579832
731.0673999999791,0.0,0.06194833177776804,0.12389525356343119,0.06194884362579832
731.0925999999828,0.0,0.06194833177776804,0.12389525356343119,0.06194884362579832
731.0951999999826,1.0,0.08210843181567923,0.14231221751534912,0.07115634137809085
731.1182999999811,1.0,0.1625279773343865,0.1935445153571544,0.09677235327748496
731.1207999999834,1.0,0.2429475228530938,0.24477681319895966,0.12238836517687907
731.1254999999811,1.0,0.28170043732368877,0.28170215678133986,0.14085101794409713
731.158299999982,1.0,0.3521036607964686,0.3521043769030733,0.17605210619298456
731.1603999999799,1.0,0.4093683,0.4093682,0.204684
731.1613999999837,1.0,0.4787492885424317,0.47688922280676416,0.23844451140338208
731.1639999999835,1.0,0.5578020300182264,0.5538227181670954,0.27691125908354774
731.1995999999791,1.0,0.615418961127049,0.6095508519379673,0.305494076108589
731.2015999999795,1.0,0.6811388528150779,0.6727006917733052,0.3387567160987268
731.2026999999808,0.0,0.6811388528150779,0.6727006917733052,0.3387567160987268
731.2046999999812,1.0,0.7922884101957443,0.7789196502381239,0.3962998342830942
731.2264999999835,0.0,0.7922884101957443,0.7789196502381239,0.3962998342830942
731.2285999999814,1.0,0.8923413,0.8735917,0.4501757
731.2310999999837,0.0,0.8923413,0.8735917,0.4501757
731.2512999999827,0.0,0.8923413,0.8735917,0.4501757
731.2532999999831,0.0,0.8923413,0.8735917,0.4501757
731.2552999999835,1.0,0.8928668732879366,0.9957326,0.5363938
731.2779999999776,0.0,0.8928668732879366,0.9957326,0.5363938
731.2794999999834,0.0,0.8928668732879366,0.9957326,0.5363938
731.2922999999802,0.0,0.8928668732879366,0.9957326,0.5363938
731.2938999999834,0.0,0.8928668732879366,0.9957326,0.5363938
